"Word","Length","Log_Freq_HAL","predicted_gaze_duration_default"
"unwelcome",9,6.495,265.226040678298
"unwell",6,4.29,266.043193594518
"unwholesome",11,4.29,290.641504972401
"unwieldy",8,5.649,266.249467883548
"unwilling",9,8.078,254.749852070154
"unwillingly",11,5.236,283.725463963357
"unwillingness",13,6.535,284.379504131637
"unwind",6,5.759,256.277427632871
"unwinding",9,4.644,278.023488866844
"unwire",6,0,296.745366966085
"unwired",7,2.773,281.452914654154
"unwise",6,6.612,250.772135926574
"unwisely",8,4.533,273.922463560834
"unwitting",9,6.001,268.582681315978
"unwittingly",11,6.071,277.757792725211
"unwomanly",9,0,312.915615103858
"unwonted",8,1.609,295.091331848843
"unworkable",10,6.05,273.034382249921
"unworn",6,2.996,274.953394295647
"unworthy",8,6.649,259.55678497972
"unwound",7,4.787,267.385736624228
"unwounded",9,2.639,292.583274103984
"unwrinkled",10,2.303,300.362374872776
"unwritten",9,6.061,268.172736347542
"unyielding",10,5.05,280.074585581089
"unzip",5,7.969,238.00972307075
"up",2,13.744,194.850227653667
"upbeat",6,6.342,252.50181073619
"upbringing",10,6.765,268.10939987011
"upcoming",8,9.108,243.806225513204
"upcountry",9,3.332,287.466629099747
"update",6,10.578,226.688634176759
"updated",7,10.341,232.12996179997
"upend",5,2.639,272.599534913002
"upgrade",7,10.474,231.345312207138
"upgraded",8,9.243,242.969736151182
"upgrading",9,8.81,250.046444318668
"upheaval",8,6.4,261.20736631923
"upheld",6,6.98,248.433717262128
"uphill",6,6.715,250.11542358363
"uphold",6,7.347,246.123369839926
"upholders",9,2.708,292.069768543114
"upholding",9,6.176,267.388756622112
"upholds",7,5.136,265.020559279939
"upholster",9,0.693,307.443401684714
"upholstered",11,4.143,291.731227221215
"upholstery",10,5.517,276.76449839361
"upkeep",6,7.541,244.910789534189
"upland",6,5.434,258.406642883888
"uplift",6,5.829,255.821128719655
"uplifting",9,5.966,268.822105217572
"upmost",6,6.612,250.772135926574
"upon",4,11.267,215.005574266505
"upped",5,5.951,250.556941073747
"upper",5,10.195,224.896779466817
"upperclassmen",13,3.219,309.429125744309
"uppercut",8,7.04,256.985931230957
"uppermost",9,4.796,276.949714535894
"uppity",6,5.485,258.071353427464
"upraised",8,4.564,273.706367956005
"upright",7,7.836,247.415775751048
"uprise",6,2.773,276.518794079626
"uprising",8,6.914,257.811597578499
"uprisings",9,5.308,273.363209194583
"upriver",7,3.871,273.694370421018
"uproar",6,6.547,251.187453177304
"uproarious",10,3.258,293.147843308937
"uproariously",12,3.871,299.000108391713
"uproot",6,4.654,263.589214912922
"uprooted",8,5.375,268.11319732958
"ups",3,9.21,222.59302978163
"upset",5,9.337,229.863277764284
"upsets",6,6.518,251.372970394459
"upsetting",9,6.641,264.242051987691
"upshot",6,6.071,254.249888464472
"upside",6,8.013,241.985484343466
"upstage",7,3.912,273.408840885381
"upstairs",8,7.879,251.555061640945
"upstanding",10,5.793,274.826637798742
"upstart",7,5.529,262.382228123323
"upstate",7,6.97,252.931079473938
"upstream",8,7.054,256.894353907687
"upsurge",7,5.124,265.101535053501
"upswing",7,5.136,265.020559279939
"uptake",6,6.006,254.670965408629
"uptight",7,6.409,256.569375340082
"uptown",6,6.387,252.212705325493
"upturn",6,4.71,263.213694045296
"upturned",8,5.069,270.210013191746
"upward",6,8.071,241.628437936288
"upwards",7,7.747,247.977001319933
"uranium",7,7.351,250.489613971745
"Uranus",6,6.936,248.71215906064
"urban",5,9.067,231.448735892379
"urbane",6,4.654,263.589214912922
"urbanism",8,3.761,279.359317280699
"urbanity",8,2.398,289.223103903685
"urbanization",12,4.754,292.353688677017
"urbanize",8,0,307.429925334142
"urbanized",9,4.317,280.347649626154
"urchin",6,5.497,257.992525036396
"urea",4,5.476,249.159306964624
"urethane",8,5.468,267.479159640537
"urethra",7,6.043,258.971185850895
"urge",4,9.055,227.460711473515
"urged",5,7.812,238.962937303762
"urgencies",9,2.197,295.894169543629
"urgency",7,6.771,254.215726452849
"urgent",6,8.246,240.554332348472
"urgently",8,7.347,254.985242015669
"urges",5,7.407,241.439528710556
"urging",6,7.458,245.428840972775
"urgings",7,4.605,268.627515007767
"urinal",6,5.561,257.572513426783
"urinals",7,4.796,267.324479169626
"urinary",7,6.431,256.425716010027
"urinate",7,6.073,258.773473036258
"urine",5,8.137,236.993934011676
"urn",3,5.557,244.287054275109
"urns",4,3.989,258.772382929153
"Uruguay",7,6.686,254.766431774149
"Uruguayan",9,3.932,283.108962963301
"us",2,13.085,198.146798778768
"usable",6,8.52,238.882172242092
"usage",5,9.652,228.027298004311
"usages",6,5.953,255.014821153223
"use",3,13.426,199.939193990496
"useable",7,7.176,251.608081851456
"used",4,12.809,206.728716773231
"useful",6,10.919,224.729210587183
"usefully",8,5.924,264.391962706374
"usefulness",10,7.642,262.189690398547
"useless",7,9.511,237.087130691525
"uselessly",9,4.654,277.952718057588
"uselessness",11,5.198,284.000076242615
"user",4,11.684,212.735131723404
"users",5,11.594,217.027808682069
"uses",4,11.085,216.004091531619
"usher",5,6.554,246.739938303796
"ushered",7,5.649,261.581877288313
"using",5,12.734,210.81967149459
"usual",5,10.273,224.450635868472
"usually",7,11.575,224.950855292949
"usurious",8,3.258,282.959650865082
"usurp",5,5.878,251.023021507687
"usurpation",10,4.997,280.452741194598
"usurped",7,5.666,261.468691851462
"usurper",7,5.136,265.020559279939
"usury",5,5.193,255.438973923191
"Utah",4,9.098,227.211845734419
"utensil",7,4.727,267.794478537568
"utensils",8,6.021,263.739866290302
"uterine",7,5.505,262.542591906784
"uterus",6,6.743,249.937197329822
"utilitarian",11,5.855,279.289382968922
"utilitarianism",14,5.442,297.621288758991
"utilities",9,9.883,243.308458026868
"utility",7,10.071,233.731054146211
"utilization",11,7.791,265.857740237246
"utilize",7,8.271,244.69092914714
"utilized",8,7.699,252.710452617754
"utilizes",8,7.111,256.521840164165
"utilizing",9,8.15,254.283325458201
"utmost",6,7.469,245.360120612687
"utopia",6,7.238,246.80729725892
"utopian",7,6.567,255.539424022781
"utopianism",10,3.584,290.724966593239
"utopians",8,3.091,284.165220966834
"utopias",7,3.989,272.873407271835
"utter",5,8.288,236.08463306558
"utterance",9,5.869,269.486767461619
"utterances",10,5.778,274.931606775245
"uttered",7,6.774,254.19631155824
"uttering",8,5.485,267.363422473091
"utterly",7,8.593,242.693263336384
"uttermost",9,3.219,288.294797523038
"vacancies",9,6.186,267.320692881278
"vacancy",7,5.951,259.578447588894
"vacant",6,7.206,247.008443926408
"vacate",6,5.288,259.368901586706
"vacated",7,5.58,262.041780239859
"vacation",8,9.158,243.49607938132
"vacationers",11,3.584,295.912577959661
"vacationing",11,5.796,279.709200524095
"vacations",9,7.069,261.378469204942
"vaccinate",9,6.111,267.831593553999
"vaccinating",11,5.903,278.948301368815
"vaccination",11,7.755,266.101509415276
"vaccine",7,8.705,242.00225276996
"vacillate",9,3.466,286.487636018632
"vacuity",7,3.434,276.756286686859
"vacuous",7,5.613,261.821725859797
"vacuum",6,8.737,237.566122319858
"vacuumed",8,4.564,273.706367956005
"vacuuming",9,5.398,272.737585648011
"vagabond",8,5.916,264.445815770091
"vagabonds",9,4.357,280.062308904208
"vagaries",8,5.236,269.063648017325
"vagary",6,2.303,279.847315081258
"vagina",6,8.175,240.989535513433
"vaginal",7,7.332,250.610806631704
"vagrant",7,4.477,269.504306277829
"vague",5,8.763,233.246935924759
"vaguely",7,7.974,246.548071426543
"vagueness",9,5.775,270.132441024719
"vaguest",7,4.595,268.695911484543
"Vail",4,6.773,241.066583102679
"vain",4,7.892,234.296036950513
"vale",4,8.278,232.004915716679
"valedictorian",13,4.828,297.010295043554
"valence",7,6.103,258.575911166432
"valentine",9,7.819,256.435140517457
"Valerie",7,7.461,249.789123222919
"valet",5,5.572,252.98618131671
"valiant",7,7.823,247.497673235416
"valiantly",9,5.094,274.856572098521
"valid",5,10.134,225.246304501537
"validate",8,7.371,254.829494341208
"validated",9,7.027,261.6580963047
"validating",10,6.277,271.461062995944
"validation",10,7.786,261.230267142499
"validity",8,8.506,247.57154169832
"validly",7,5.447,262.930542472422
"valley",6,10.126,229.312232037321
"valleys",7,6.663,254.915651125671
"valley's",8,4.736,272.510479146968
"valor",5,7.135,243.117211174858
"valuable",8,9.646,240.489693045319
"valuation",9,6.631,264.309331861726
"valuations",10,5.472,277.081746939321
"value",5,11.325,218.519172313912
"valued",6,7.916,242.583793083442
"valueless",9,4.984,275.627360207807
"values",6,10.435,227.515403790207
"valve",5,8.44,235.172833778582
"valves",6,7.35,246.104572972584
"vamoose",7,2.303,284.840828812087
"vamp",4,6.541,242.494609119628
"vampire",7,9.497,237.171647164855
"vampires",8,8.157,249.780995195461
"van",3,10.727,214.160345636152
"vandal",6,5.252,259.606721045676
"vandalism",9,6.217,267.109805369314
"vandalize",9,3.584,285.628298680031
"vandals",7,5.724,261.082898227236
"vane",4,5.017,252.08789078894
"vanguard",8,7.397,254.660875046237
"vanilla",7,8.136,245.533344183914
"vanish",6,7.241,246.788448158859
"vanished",8,7.545,253.703165134878
"vanishes",8,6.402,261.19406691112
"vanishing",9,6.922,262.358473534608
"vanities",8,5.024,270.519748487347
"vanity",6,7.124,247.524630846238
"vanquish",8,4.718,272.635385111381
"vantage",7,6.636,255.090933193429
"vantagepoint",12,2.398,310.425484451627
"vapor",5,8.09,237.277675532364
"vaporization",12,4.205,296.468475894416
"vaporize",8,5.46,267.533641524477
"vaporous",8,3.989,277.742480629192
"variability",11,6.518,274.614875267885
"variable",8,9.939,238.702492486347
"variables",9,9.448,246.017909610821
"variance",8,7.279,255.427044223519
"variant",7,8.482,243.380050906183
"variation",9,8.702,250.734889829778
"variations",10,8.818,254.456370700032
"varicolored",11,1.386,312.943049342411
"varicose",8,3.989,277.742480629192
"varied",6,8.263,240.450245446598
"varies",6,8.722,237.65685978589
"varieties",9,7.864,256.14153158689
"variety",7,10.333,232.177243530835
"various",7,11.386,226.035837588568
"variously",9,6.163,267.477265394236
"varmint",7,4.86,266.889275146684
"varnish",7,6.016,259.1492565372
"varnishes",9,3.892,283.397407760452
"varsity",7,6.25,257.610036083092
"vary",4,9.392,225.517578227194
"varying",7,8.456,243.541200798511
"vascular",8,5.943,264.264105629248
"vase",4,6.292,244.036688155535
"vasectomy",9,5.878,269.425028665706
"vaseline",8,6.491,260.602928265151
"vases",5,4.905,257.318726510181
"vassal",6,4.585,264.0526470864
"vast",4,9.53,224.726672403644
"vaster",6,3.738,269.808274503247
"vastly",6,7.982,242.176535797582
"vat",3,7.688,231.387207263603
"Vatican",7,7.672,248.450932520052
"vaudeville",10,4.99,280.502724431852
"vault",5,9.149,230.966073582489
"vaulting",8,4.812,271.983728983505
"vaults",6,6.078,254.204583262812
"veal",4,6.806,240.864143028239
"vector",6,10.594,226.596315571617
"vectors",7,7.84,247.390581977585
"veer",4,5.242,250.648034296224
"veered",6,4.762,262.865475141776
"veering",7,4.331,270.507890633357
"veers",5,4.466,260.21069128559
"veg",3,6.454,238.771724220181
"vegan",5,7.416,241.384215472251
"Vegas",5,8.975,231.991460215758
"vegetable",9,8.101,254.60072977202
"vegetables",10,8.387,257.263764761511
"vegetarian",10,8.377,257.329267862008
"vegetate",8,3.258,282.959650865082
"vegetation",10,6.691,268.614969367106
"vehemence",9,4.595,278.3705263871
"vehement",8,5.595,266.615744351642
"vehemently",10,6.741,268.273264008517
"vehicle",7,9.526,236.996610748246
"vehicles",8,9.134,243.644900255458
"vehicular",9,5.521,271.884881711856
"veil",4,7.533,236.447200712806
"veiled",6,6.639,250.599821458274
"veiling",7,4.094,272.144959974037
"veils",5,5.252,255.05558372606
"vein",4,7.682,235.55199064029
"veined",6,3.526,271.268404692571
"veining",7,1.792,288.570573099318
"veins",5,7.27,242.283085793342
"vellum",6,5.263,259.534030862725
"velocities",10,6.921,267.046719932703
"velocity",8,8.874,245.26296817298
"velour",6,4.111,267.258324472981
"velours",7,1.386,291.568716517539
"velvet",6,7.712,243.846923346427
"velveteen",9,4.007,282.568920029187
"velvety",7,4.812,267.215611677761
"venal",5,5.056,256.331443175526
"vend",4,4.771,253.671600892641
"vendetta",8,6.509,260.483534885342
"vending",7,6.633,255.110416417058
"vendor",6,9.426,233.435377802898
"vendors",7,9.679,236.075279115479
"veneer",6,6.299,252.778376641232
"venerable",9,6.488,265.273310161422
"venerate",8,3.97,277.876858855408
"venerated",9,4.263,280.733320807997
"veneration",10,4.19,286.274176260292
"venereal",8,5.407,267.894864404215
"Venetian",8,5.557,266.873796470827
"Venezuela",9,7.709,257.15426888177
"Venezuelan",10,5.412,277.505310756994
"vengeance",9,7.6,257.868848954007
"vengeful",8,5.961,264.143034907045
"venial",6,2.565,277.986930159596
"Venice",6,7.127,247.505726962171
"venison",7,5.557,262.195260838722
"venom",5,8.425,235.262657137268
"venomous",8,6.654,259.523747819976
"venous",6,4.86,262.210468159589
"vent",4,7.629,235.870032019693
"vented",6,6.295,252.804119097176
"ventilate",9,4.094,281.943760673585
"ventilated",10,5.472,277.081746939321
"ventilates",10,1.099,309.711541522762
"ventilating",11,4.522,288.929946797097
"ventilation",11,6.944,271.652713760802
"ventilator",10,4.875,281.325154109376
"ventricle",9,4.043,282.310065453264
"ventricles",10,3.401,292.08257157323
"ventriloquism",13,3.178,309.752272407381
"ventriloquist",13,4.956,296.044017222582
"vents",5,6.56,246.702251831458
"venture",7,8.897,240.822237540227
"ventured",8,6.389,261.280525169276
"venturer",8,2.944,285.230661237163
"ventures",8,7.533,253.780682932394
"venturesome",11,2.079,307.470356158113
"venturous",9,1.792,298.960791363233
"venue",5,8.075,237.368302827256
"Venus",5,8.473,234.975343087987
"Vera",4,7.477,236.784534445693
"veracious",9,2.079,296.784392638954
"veracity",8,6.6,259.880771788863
"veranda",7,4.143,271.805683710543
"verandah",8,3.807,279.032357243368
"verandas",8,0,307.429925334142
"verb",4,7.65,235.743964291247
"verbal",6,8.767,237.384751305349
"verbalize",9,4.407,279.706041374082
"verbally",8,7.024,257.090631003557
"verbatim",8,7.405,254.60901463661
"verbiage",8,5.521,267.11849728693
"verbose",7,7.011,252.667211081032
"verbosity",9,5.371,272.92512222239
"verbs",5,6.816,245.099646487314
"verdant",7,5.088,265.344610855005
"verdict",7,7.47,249.731897111799
"verge",5,7.383,241.587092654112
"verges",6,4.369,265.508665490549
"veridical",9,2.303,295.09675459844
"verification",12,8.584,265.193399070459
"verified",8,8.403,248.221574730531
"verify",6,9.146,235.105320120866
"verily",6,6.407,252.084320306183
"verisimilar",11,0,324.182396412142
"verisimilitude",14,3.689,311.204448376912
"veritable",9,6.192,267.279862953352
"verity",6,5.323,259.137897092787
"vermicelli",10,3.091,294.396820943048
"vermilion",9,4.466,279.2862285605
"vermin",6,6.477,251.635487170712
"Vermont",7,8.102,245.745964775027
"Vermont's",9,3.258,288.008700206345
"vermouth",8,4.127,276.768418442538
"vernacular",10,5.875,274.253515377883
"Veronica",8,7.578,253.490113259439
"Versailles",10,6.644,268.936569243514
"versatile",9,7.629,257.678537676013
"versatility",11,6.471,274.943658545132
"verse",5,8.765,233.235060125715
"versed",6,6.784,249.676452281313
"verses",6,8.167,241.03862181953
"versify",7,0,302.040404597855
"version",7,12.323,220.707702384963
"versions",8,10.773,233.687750276598
"versus",6,8.951,236.275367539661
"vertebrae",9,5.142,274.520904059819
"vertebral",9,4.174,281.370122229398
"vertebrate",10,5.908,274.023205969776
"vertebrates",11,5.22,283.841057807018
"vertex",6,6.659,250.472257452822
"vertical",8,9.156,243.508477648139
"vertigo",7,7.639,248.659749094581
"verve",5,6.211,248.903947346712
"very",4,13.284,204.243872753967
"vesicle",7,3.584,275.701443883776
"vesicular",9,4.007,282.568920029187
"vespers",7,4.407,269.985011380951
"vessel",6,8.261,240.462488626477
"vessels",7,7.812,247.56699228035
"vest",4,7.121,238.940296401651
"vestal",6,4.431,265.089914699302
"vested",6,7.477,245.31015425504
"vestibule",9,4.543,278.739284891498
"vestige",7,5.03,265.736701872018
"vestigial",9,4.86,276.498840638026
"vestment",8,1.792,293.719742097656
"vestments",9,3.714,284.684554962715
"vests",5,6.213,248.89127436883
"vet",3,8.932,224.173994037238
"veteran",7,8.894,240.840630955665
"veterans",8,8.445,247.956306886656
"veteran's",9,5.318,273.293624658347
"veterinarian",12,6.786,277.614438333237
"veterinarians",13,6.213,286.720299277219
"veterinary",10,7.583,262.583804323124
"veto",4,8.021,233.527845151867
"vetoed",6,6.178,253.558246841672
"vex",3,4.82,248.913809603838
"vexation",8,4.025,277.488047438055
"vexatious",9,4.394,279.798627309969
"vexed",5,4.635,259.093555749652
"vexes",5,2.89,270.863174200074
"vexing",6,6.571,251.034025232311
"via",3,11.782,208.484895731412
"viability",9,7.134,260.946301969449
"viable",6,8.6,238.396146244206
"viaduct",7,3.584,275.701443883776
"vial",4,6.441,243.112743610446
"vibes",5,6.531,246.884456454526
"vibrancy",8,3.466,281.465252288961
"vibrant",7,6.739,254.422910951715
"vibraphone",10,3.714,289.764382988753
"vibrate",7,6.297,257.301980707807
"vibrated",8,4.477,274.313262381357
"vibrating",9,6.979,261.978036457519
"vibration",9,7.562,258.118435125695
"vibrato",7,6.201,257.931592900034
"vibrator",8,6.999,257.254309800472
"vicar",5,5.969,250.442150191586
"vicarage",8,2.833,286.037823619712
"vicarious",9,5.063,275.073575808125
"vice",4,9.673,223.91003677819
"vicelike",8,0,307.429925334142
"viceroy",7,4.796,267.324479169626
"vices",5,6.176,249.125828943485
"vicinity",8,7.515,253.89700404067
"vicious",7,8.176,245.283437820209
"viciousness",11,4.868,286.396071350399
"vicissitude",11,2.89,301.187220776928
"vicissitudes",12,4.159,296.815866945774
"Vicky",5,7.051,243.637671219639
"Vic's",5,4.431,260.442652105397
"victim",6,9.362,233.816030099476
"victimization",13,6.089,287.62685343635
"victimize",9,4.394,279.798627309969
"victimized",10,6.395,270.646798790163
"victims",7,9.382,237.867030789705
"victim's",8,6.708,259.167214330293
"victor",6,9.096,235.404778764331
"Victoria",8,8.947,244.807582567513
"Victorian",9,7.509,258.46694563046
"Victorians",10,4.564,283.561388420298
"Victoria's",10,6.016,273.270817476026
"victories",9,7.217,260.395496258949
"victorious",10,6.96,266.781708733539
"victoriously",12,3.97,298.247468351671
"Victor's",8,5.176,269.474954886904
"victory",7,9.333,238.163943776634
"victual",7,1.386,291.568716517539
"victuals",8,2.398,289.223103903685
"video",5,11.61,216.939424433572
"videotape",9,7.674,257.38350510082
"vie",3,7.217,234.178430552806
"vied",4,3.714,260.590407335342
"Vienna",6,8.319,240.107689379497
"Vienna's",8,2.708,286.949525052521
"Viennese",8,4.977,270.843628864843
"vies",4,4.111,257.96990805068
"Vietnam",7,9.282,238.473369283139
"Vietnamese",10,8.527,256.348470173629
"view",4,11.225,215.235590860246
"viewed",6,8.888,236.654625995336
"viewer",6,9.169,234.967697094375
"viewers",7,8.833,241.214935248045
"viewfinder",10,5.875,274.253515377883
"viewing",7,9.156,239.239556890604
"viewless",8,0,307.429925334142
"viewpoint",9,8.505,251.995551233826
"viewpoints",10,7.644,262.176340975274
"views",5,10.505,223.128868969387
"vigil",5,6.457,247.350002423918
"vigilance",9,6.059,268.186391093636
"vigilant",8,6.096,263.236770769258
"vigilante",9,6.524,265.030299676764
"vigilantism",11,4.394,289.873004528931
"vignette",8,4.745,272.448047625692
"vigor",5,6.568,246.652012155522
"vigorous",8,7.077,256.743976287755
"vigorously",10,7.135,265.595789863536
"Viking",6,7.911,242.614673800875
"Vikings",7,7.293,250.859754247732
"vile",4,7.91,234.18869588603
"vilify",6,4.615,263.851054805403
"vilifying",9,3.555,285.839252557072
"villa",5,7.489,240.936031639479
"village",7,9.491,237.207877732893
"villager",8,4.956,270.988466681403
"villagers",9,6.953,262.151500684396
"villages",8,8.095,250.175563164956
"villain",7,7.844,247.365390769545
"villainous",10,5.333,278.063990780964
"villains",8,6.939,257.647564205627
"villainy",8,4.111,276.881177885574
"vinaigrette",11,3.85,293.915461692035
"Vince",5,8.475,234.963379286859
"Vincent",7,8.595,242.680906576312
"vindicate",9,4.771,277.126036776438
"vindicated",10,5.743,275.176690328821
"vindication",11,5.652,280.736491560654
"vindictive",10,6.064,272.937086036983
"vine",4,7.124,238.922048118048
"vinegar",7,7.573,249.077908905916
"vines",5,7.63,240.072716059193
"vineyard",8,6.828,258.376670329351
"vineyards",9,5.198,274.129809423766
"vintage",7,8.371,244.068781987554
"vintner",7,3.091,279.183551243994
"vinyl",5,8.879,232.559138130411
"viola",5,7.179,242.845033112538
"violable",8,0,307.429925334142
"viola's",7,1.609,289.918117659075
"violate",7,8.54,243.020946834339
"violated",8,8.402,248.22789408924
"violates",8,7.964,251.011298045087
"violating",9,8.142,254.335119529351
"violation",9,9.343,246.676422932115
"violations",10,8.599,255.879015992212
"violence",8,9.896,238.9639439614
"violent",7,9.416,237.661227090184
"violently",9,7.552,258.184155837711
"violet",6,7.124,247.524630846238
"violets",7,5.846,260.2732582469
"violin",6,7.857,242.948436142388
"violinist",9,5.943,268.979557123366
"violinists",10,5.333,278.063990780964
"violins",7,5.979,259.393478211075
"viper",5,8.104,237.193121275667
"Virgil",6,6.551,251.161875342694
"virgin",6,8.973,236.143071309978
"virginal",8,5.481,267.390650241603
"Virginia",8,9.921,238.811902462526
"Virginian",9,4.913,276.126016367275
"Virginians",10,4.477,284.1901345732
"Virginia's",10,5.366,277.83048145641
"virginity",9,7.088,261.252069420493
"Virgo",5,6.303,248.321657695686
"virile",6,5.024,261.117983062971
"virility",8,4.595,273.490442827558
"virology",8,5.852,264.877035356603
"virtual",7,10.369,231.96455155499
"virtually",9,9.612,244.992889894265
"virtue",6,8.423,239.472808047644
"virtues",7,7.315,250.719291871092
"virtuosity",10,4.812,281.776724430062
"virtuoso",8,6.061,263.471429141092
"virtuous",8,6.402,261.19406691112
"virulence",9,4.111,281.821764730862
"virulent",8,6.059,263.48484450731
"virus",5,10.101,225.435618187158
"visa",4,9.854,222.880646948705
"visage",6,6.695,250.242805855751
"viscera",7,3.784,274.301238244003
"visceral",8,5.919,264.425619585871
"viscosity",9,6.353,266.18658563965
"viscount",8,5.333,268.400029355202
"viscous",7,5.903,259.895844869403
"vise",4,8.441,231.044162244365
"viselike",8,1.609,295.091331848843
"visibility",10,7.655,262.102931295763
"visible",7,9.437,237.534202004451
"visibly",7,6.7,254.67564537285
"vision",6,9.925,230.488653314559
"visionary",9,6.927,262.32507976761
"visions",7,8.598,242.662372615842
"visit",5,10.689,222.086108035797
"visitation",10,6.999,266.516960525568
"visitations",11,4.905,286.126426452544
"visited",7,9.014,240.105988973742
"visiting",8,9.002,244.465042409442
"visitor",7,7.877,247.157661156105
"visitors",8,8.384,248.341670060728
"visits",6,8.318,240.113802170537
"visor",5,6.299,248.346946288081
"vista",5,8.116,237.12067018075
"vistas",6,5.273,259.46796654036
"visual",6,10.364,227.927017344784
"visualization",13,8.249,272.237336749412
"visualize",9,7.252,260.163577438057
"visualized",10,5.451,277.229920685935
"visualizes",10,3.434,291.837289888929
"visually",8,7.546,253.696706387315
"vital",5,9.07,231.431059752207
"vitalism",8,3.296,282.686044619302
"vitality",8,6.553,260.191914627571
"vitalize",8,1.099,298.947686835994
"vitally",7,5.576,262.068466062724
"vitals",6,4.949,261.61702917784
"vitamin",7,8.24,244.884116593691
"vitamins",8,7.847,251.760077711786
"vitreous",8,3.989,277.742480629192
"vitro",5,7.21,242.653454285347
"viva",4,7.209,238.405592153429
"vivacious",9,4.419,279.620604625987
"vivacity",8,2.485,288.583222740382
"Vivian",6,7.273,246.587480640775
"Vivian's",8,3.761,279.359317280699
"vivid",5,7.568,240.451948290342
"vividly",7,6.321,257.144817944925
"vividness",9,4.094,281.943760673585
"vivified",8,0,307.429925334142
"vivify",6,0.693,291.55593601154
"vivisection",11,5.595,281.144169134414
"vixen",5,6.016,250.142666321558
"vocab",5,4.575,259.489621736747
"vocabularies",12,5.069,290.018581214941
"vocabulary",10,7.94,260.208101905001
"vocal",5,8.635,234.008246162029
"vocalic",7,1.609,289.918117659075
"vocalism",8,2.197,290.706880893156
"vocalist",8,7.057,256.874734441667
"vocalists",9,5.881,269.404452210387
"vocalization",12,3.97,298.247468351671
"vocalize",8,4.357,275.152566888525
"vocally",7,5.694,261.282375530904
"vocals",6,8.445,239.338721494543
"vocation",8,6.159,262.814912245517
"vocational",10,6.719,268.423560780537
"vocationally",12,3.178,304.322038855989
"vociferate",10,0,318.49918991914
"vociferation",12,2.197,312.018034232602
"vociferous",10,5.298,278.311866650098
"vociferously",12,4.92,291.120790346839
"vociferousness",14,1.386,329.995941566458
"vodka",5,6.799,245.205746037371
"vogue",5,7.065,243.550850568909
"voice",5,11.312,218.591504688209
"voiced",6,7.395,245.822792166989
"voiceless",9,5.557,271.635814525881
"voices",6,9.257,234.441882789616
"voice's",7,2.773,281.452914654154
"void",4,10.035,221.855989570861
"voids",5,5.598,252.818781731974
"volatile",8,7.247,255.635215940086
"volatility",10,6.513,269.834977020102
"volatilization",14,1.609,328.12780245005
"volcanic",8,8.8,245.72545652852
"volcano",7,8.024,246.23443738986
"volcanos",8,4.898,271.388897438815
"volition",8,6.12,263.075982974028
"Volkswagens",11,3.932,293.302531510732
"volley",6,6.306,252.73333365066
"volleyball",10,7.747,261.48976374248
"volt",4,8.44,231.050044291244
"voltage",7,9.119,239.465015708514
"voltages",8,7.024,257.090631003557
"voltaic",7,1.609,289.918117659075
"voltmeter",9,5.389,272.800083516978
"volts",5,8.009,237.767474326015
"voluble",7,3.045,279.510688444993
"volume",6,10.604,226.538635536406
"volumes",7,8.971,240.368977702231
"volumetric",10,5.037,280.167293509373
"volumetrically",14,1.099,332.415889394092
"voluminous",10,5.894,274.120889361158
"voluntarily",11,7.78,265.932201562077
"voluntary",9,8.307,253.268998768969
"volunteer",9,9.033,248.630907081049
"volunteered",11,7.307,269.153845033258
"volunteering",12,6.676,278.392960405311
"volunteers",10,8.646,255.573030606327
"voluptuous",10,5.525,276.708136691977
"vomit",5,7.18,242.838850790118
"vomiting",8,7.185,256.039031562672
"voodoo",6,8.11,241.388651272344
"voracious",9,5.733,270.421433271341
"voraciously",11,4.127,291.850082728222
"vortex",6,8.373,239.777829653313
"votary",6,1.099,288.557924012733
"vote",4,10.97,216.637412208637
"voted",5,9.319,229.96863626089
"voter",5,7.612,240.1827540813
"voters",6,8.782,237.294117730423
"votes",5,9.95,226.303903506027
"voting",6,9.388,233.661315299879
"votive",6,3.664,270.317047540268
"voucher",7,7.016,252.63505084675
"vouchers",8,7.108,256.54143267698
"vouching",8,2.303,289.923445343036
"vouchsafes",10,1.099,309.711541522762
"vow",3,6.772,236.846500546473
"vowed",5,6.663,246.056197543125
"vowel",5,6.828,245.02478032907
"vowels",6,6.879,249.07333180668
"vowing",6,4.97,261.477200203769
"vows",4,6.817,240.796700788868
"voyage",6,7.733,243.716592132022
"voyager",7,9.141,239.330933518529
"voyages",7,6.157,258.220679813886
"voyeur",6,5.501,257.966254257133
"voyeuristic",11,4.7,287.62360486113
"Vulcan",6,8.267,240.425760956898
"vulcanized",10,4.19,286.274176260292
"vulgar",6,7.001,248.300934499788
"vulgarity",9,5.864,269.521072905573
"vulgarize",9,1.099,304.282022020098
"vulnerability",13,7.019,280.896943266345
"vulnerable",10,8.305,257.801382780577
"vulpine",7,3.135,278.870995676076
"vulture",7,5.971,259.446313151165
"vulva",5,5.897,250.901629505098
"vying",5,5.485,253.547132471332
"Wabash",6,5.313,259.203877374665
"wack",4,6.207,244.565342714539
"wacky",5,7.599,240.262257351809
"Waco",4,7.932,234.057568033717
"wad",3,7.983,229.655958321583
"wadded",6,3.892,268.75254446858
"waddle",6,4.762,262.865475141776
"wade",4,8.563,230.327674905492
"waded",5,5.572,252.98618131671
"wader",5,3.332,267.832362036353
